Event,Name,Team Code,Team Name,Percent
M-800-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,15.399999999999961
M-800-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,9.89999999999998
M-800-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,9.199999999999983
M-800-FREESTYLE-LCM,"SUN, Yang",CHN,People's Republic of China,8.499999999999986
M-800-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,8.199999999999987
M-800-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,Italy,5.399999999999997
M-800-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,4.999999999999998
M-800-FREESTYLE-LCM,"DAVIES, David",GBR,Great Britain,4.300000000000001
M-800-FREESTYLE-LCM,"PALTRINIERI, Gregorio",ITA,Italy,3.900000000000002
M-800-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,3.900000000000002
M-800-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,3.4000000000000017
M-800-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,3.2000000000000015
M-800-FREESTYLE-LCM,"LA TOURETTE, Chad",USA,United States of America,3.2000000000000015
M-800-FREESTYLE-LCM,"MC BROOM, Michael",USA,United States of America,2.800000000000001
M-800-FREESTYLE-LCM,"KIS, Gergo",HUN,Hungary,2.500000000000001
M-800-FREESTYLE-LCM,"WOJDAK, Wojciech",POL,Poland,2.1000000000000005
M-800-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,1.9000000000000006
M-800-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,1.7000000000000004
M-800-FREESTYLE-LCM,"CHRISTIANSEN, Henrik",NOR,Norway,1.6000000000000003
M-800-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,1.2
M-800-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.9999999999999999
M-800-FREESTYLE-LCM,"JOENSEN, Pal",FAR,Faroe Islands,0.8999999999999999
