Event,Name,Team Code,Team Name,Percent
M-800-FREESTYLE-LCM,"GROTHE, Zane",USA,United States of America,11.608999999999005
M-800-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,7.009000000000675
M-800-FREESTYLE-LCM,"AUBRY, David",FRA,France,6.84200000000062
M-800-FREESTYLE-LCM,"MCLOUGHLIN, Jack Alan",AUS,Australia,6.54500000000052
M-800-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,6.459000000000492
M-800-FREESTYLE-LCM,"MC BROOM, Michael",USA,United States of America,6.315000000000444
M-800-FREESTYLE-LCM,"CHRISTIANSEN, Henrik",NOR,Norway,6.158000000000391
M-800-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,Italy,5.948000000000321
M-800-FREESTYLE-LCM,"ROMANCHUK, Mykhailo",UKR,Ukraine,5.803000000000273
M-800-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,5.544000000000186
M-800-FREESTYLE-LCM,"KIS, Gergo",HUN,Hungary,5.515000000000176
M-800-FREESTYLE-LCM,"DAVIES, David",GBR,Great Britain,5.005000000000006
M-800-FREESTYLE-LCM,"WOJDAK, Wojciech",POL,Poland,4.834999999999949
M-800-FREESTYLE-LCM,"WELLBROCK, Florian",GER,Germany,4.310999999999774
M-800-FREESTYLE-LCM,"WILIMOVSKY, Jordan",USA,United States of America,4.079999999999697
M-800-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,2.4819999999998377
M-800-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,2.3639999999998507
M-800-FREESTYLE-LCM,"JOENSEN, Pal",FAR,Faroe Islands,2.28099999999986
M-800-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.3840000000000003
M-800-FREESTYLE-LCM,"HAFNAOUI, Ahmed",TUN,Tunisia,0.32800000000000024
M-800-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,0.09600000000000007
M-800-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,0.04200000000000003
M-800-FREESTYLE-LCM,"ACERENZA, Domenico",ITA,Italy,0.035000000000000024
M-800-FREESTYLE-LCM,"GRGIC, Franko",CRO,Croatia,0.010000000000000002
M-50-FREESTYLE-LCM,"LEVEAUX, Amaury",FRA,France,36.773000000005
M-50-FREESTYLE-LCM,"BOVELL, George",TTO,Trinidad and Tobago,27.827000000011026
M-50-FREESTYLE-LCM,"SULLIVAN, Eamon",AUS,Australia,16.656999999997375
M-50-FREESTYLE-LCM,"CALLUS, Ashley",AUS,Australia,11.261999999999198
M-50-FREESTYLE-LCM,"TAKACS, Krisztian",HUN,Hungary,7.02400000000068
M-50-FREESTYLE-LCM,"DRAGANJA, Duje",CRO,Croatia,0.2880000000000002
M-50-FREESTYLE-LCM,"VERGANI, Andrea",ITA,Italy,0.10900000000000008
M-50-FREESTYLE-LCM,"MANAUDOU, Florent",FRA,France,0.060000000000000046
M-400-MEDLEY-LCM,"MARCHAND, Leon",FRA,France,28.709000000012104
M-400-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,12.504999999998509
M-400-MEDLEY-LCM,"SETO, Daiya",JPN,Japan,10.364999999999695
M-400-MEDLEY-LCM,"CLAREBURT, Lewis",NZL,New Zealand,10.239999999999764
M-400-MEDLEY-LCM,"CLARY, Tyler",USA,United States of America,9.516000000000165
M-400-MEDLEY-LCM,"VERRASZTO, David",HUN,Hungary,6.436000000000484
M-400-MEDLEY-LCM,"LITHERLAND, Jay",USA,United States of America,5.595000000000203
M-400-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,5.561000000000192
M-400-MEDLEY-LCM,"MARIN, Luca",ITA,Italy,4.549999999999854
M-400-MEDLEY-LCM,"WANG, Shun",CHN,People's Republic of China,4.340999999999784
M-400-MEDLEY-LCM,"SMITH, Brendon",AUS,Australia,1.0189999999999986
M-400-MEDLEY-LCM,"BORODIN, Ilia",RUS,Russian Federation,0.8900000000000007
M-400-MEDLEY-LCM,"LITCHFIELD, Max",GBR,Great Britain,0.2720000000000002
M-400-MEDLEY-LCM,"YANG, Zhixian",CHN,People's Republic of China,0.001
M-400-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,33.479000000012675
M-400-FREESTYLE-LCM,"ROSOLINO, Massimiliano",ITA,Italy,17.366999999998242
M-400-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,10.252999999999757
M-400-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,7.485000000000834
M-400-FREESTYLE-LCM,"PARK, Taehwan",KOR,Republic of Korea,6.351000000000456
M-400-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,5.484000000000166
M-400-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,4.5329999999998485
M-400-FREESTYLE-LCM,"WINNINGTON, Elijah",AUS,Australia,4.258999999999757
