Event,Name,Team Code,Team Name,Percent
M-800-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,9.6340000000001
M-800-FREESTYLE-LCM,"AUBRY, David",FRA,France,9.332000000000267
M-800-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,8.905000000000504
M-800-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,Italy,8.39000000000079
M-800-FREESTYLE-LCM,"MCLOUGHLIN, Jack Alan",AUS,Australia,8.192000000000899
M-800-FREESTYLE-LCM,"ROMANCHUK, Mykhailo",UKR,Ukraine,7.693000000000904
M-800-FREESTYLE-LCM,"WOJDAK, Wojciech",POL,Poland,7.607000000000875
M-800-FREESTYLE-LCM,"CHRISTIANSEN, Henrik",NOR,Norway,6.639000000000552
M-800-FREESTYLE-LCM,"KIS, Gergo",HUN,Hungary,6.553000000000523
M-800-FREESTYLE-LCM,"MC BROOM, Michael",USA,United States of America,6.190000000000402
M-800-FREESTYLE-LCM,"GROTHE, Zane",USA,United States of America,4.403999999999805
M-800-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,3.768999999999696
M-800-FREESTYLE-LCM,"WELLBROCK, Florian",GER,Germany,3.385999999999738
M-800-FREESTYLE-LCM,"WILIMOVSKY, Jordan",USA,United States of America,2.842999999999798
M-800-FREESTYLE-LCM,"DAVIES, David",GBR,Great Britain,2.1919999999998696
M-800-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,1.604999999999934
M-800-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,1.2299999999999753
M-800-FREESTYLE-LCM,"JOENSEN, Pal",FAR,Faroe Islands,1.222999999999976
M-800-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.1540000000000001
M-800-FREESTYLE-LCM,"HAFNAOUI, Ahmed",TUN,Tunisia,0.036000000000000025
M-800-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,0.014000000000000005
M-800-FREESTYLE-LCM,"ACERENZA, Domenico",ITA,Italy,0.005
M-800-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,0.004
M-50-FREESTYLE-LCM,"LEVEAUX, Amaury",FRA,France,57.68199999995627
M-50-FREESTYLE-LCM,"DRAGANJA, Duje",CRO,Croatia,21.729000000003573
M-50-FREESTYLE-LCM,"CALLUS, Ashley",AUS,Australia,10.633999999999546
M-50-FREESTYLE-LCM,"BOVELL, George",TTO,Trinidad and Tobago,9.013000000000444
M-50-FREESTYLE-LCM,"SULLIVAN, Eamon",AUS,Australia,0.9420000000000007
M-400-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,16.712999999997443
M-400-MEDLEY-LCM,"MARCHAND, Leon",FRA,France,15.4069999999969
M-400-MEDLEY-LCM,"SETO, Daiya",JPN,Japan,14.787999999997243
M-400-MEDLEY-LCM,"CLARY, Tyler",USA,United States of America,13.6039999999979
M-400-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,10.84099999999943
M-400-MEDLEY-LCM,"VERRASZTO, David",HUN,Hungary,10.11999999999983
M-400-MEDLEY-LCM,"WANG, Shun",CHN,People's Republic of China,8.016000000000997
M-400-MEDLEY-LCM,"LITHERLAND, Jay",USA,United States of America,4.673999999999896
M-400-MEDLEY-LCM,"MARIN, Luca",ITA,Italy,3.494999999999726
M-400-MEDLEY-LCM,"CLAREBURT, Lewis",NZL,New Zealand,1.8099999999999115
M-400-MEDLEY-LCM,"BORODIN, Ilia",RUS,Russian Federation,0.4310000000000003
M-400-MEDLEY-LCM,"LITCHFIELD, Max",GBR,Great Britain,0.10100000000000008
M-400-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,35.06900000000897
M-400-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,21.281000000003026
M-400-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,9.9959999999999
M-400-FREESTYLE-LCM,"PARK, Taehwan",KOR,Republic of Korea,8.978000000000463
M-400-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,8.291000000000844
M-400-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,4.683999999999899
M-400-FREESTYLE-LCM,"WINNINGTON, Elijah",AUS,Australia,3.757999999999697
M-400-FREESTYLE-LCM,"ROSOLINO, Massimiliano",ITA,Italy,3.3299999999997443
M-400-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,2.153999999999874
M-400-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,1.832999999999909
M-400-FREESTYLE-LCM,"DWYER, Conor",USA,United States of America,0.36600000000000027
M-400-FREESTYLE-LCM,"RAPSYS, Danas",LTU,Lithuania,0.12000000000000009
M-400-FREESTYLE-LCM,"MCLOUGHLIN, Jack Alan",AUS,Australia,0.07100000000000005
M-400-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,0.035000000000000024
M-400-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,0.024000000000000014
M-400-FREESTYLE-LCM,"MCKEON, David",AUS,Australia,0.009000000000000001
M-400-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,0.001
M-200-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,22.61900000000466
M-200-MEDLEY-LCM,"ANDREW, Michael",USA,United States of America,20.56300000000215
M-200-MEDLEY-LCM,"KALISZ, Chase",USA,United States of America,13.135999999998159
M-200-MEDLEY-LCM,"GONZALEZ, Hugo",ESP,Spain,9.960999999999919
M-200-MEDLEY-LCM,"LARKIN, Mitchell",AUS,Australia,9.34500000000026
M-200-MEDLEY-LCM,"SCOTT, Duncan",GBR,Great Britain,8.464000000000748
M-200-MEDLEY-LCM,"SHANTEAU, Eric",USA,United States of America,6.87300000000063
M-200-MEDLEY-LCM,"HEINTZ, Philip",GER,Germany,5.369000000000128
M-200-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,2.360999999999851
