Event,Name,Team Code,Team Name,Percent
M-800-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,24.0
M-800-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,22.0
M-800-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,8.0
M-800-FREESTYLE-LCM,"SUN, Yang",CHN,People's Republic of China,7.0
M-800-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,6.0
M-800-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,5.0
M-800-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,Italy,4.0
M-800-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,4.0
M-800-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,3.0
M-800-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,3.0
M-800-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,2.0
M-800-FREESTYLE-LCM,"KIS, Gergo",HUN,Hungary,2.0
M-800-FREESTYLE-LCM,"LA TOURETTE, Chad",USA,United States of America,2.0
M-800-FREESTYLE-LCM,"PALTRINIERI, Gregorio",ITA,Italy,2.0
M-800-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,2.0
M-800-FREESTYLE-LCM,"DAVIES, David",GBR,Great Britain,1.0
M-800-FREESTYLE-LCM,"MILNE, Stephen",GBR,Great Britain,1.0
M-800-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,1.0
M-800-FREESTYLE-LCM,"WOJDAK, Wojciech",POL,Poland,1.0
M-50-FREESTYLE-LCM,"GODEC, Jernej",SLO,Slovenia,100.0
M-400-MEDLEY-LCM,"PHELPS, Michael",USA,United States of America,29.0
M-400-MEDLEY-LCM,"LOCHTE, Ryan",USA,United States of America,24.0
M-400-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,14.0
M-400-MEDLEY-LCM,"HAGINO, Kosuke",JPN,Japan,7.0
M-400-MEDLEY-LCM,"KALISZ, Chase",USA,United States of America,7.0
M-400-MEDLEY-LCM,"WANG, Shun",CHN,People's Republic of China,6.0
M-400-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,4.0
M-400-MEDLEY-LCM,"SETO, Daiya",JPN,Japan,4.0
M-400-MEDLEY-LCM,"CLARY, Tyler",USA,United States of America,3.0
M-400-MEDLEY-LCM,"MARIN, Luca",ITA,Italy,2.0
M-400-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,31.0
M-400-FREESTYLE-LCM,"BIEDERMANN, Paul",GER,Germany,23.0
M-400-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,10.0
