Event,Name,Team Code,Team Name,Percent
M-800-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,26.73000000000138
M-800-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,20.880000000000464
M-800-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,8.459999999999864
M-800-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,8.439999999999864
M-800-FREESTYLE-LCM,"SUN, Yang",CHN,People's Republic of China,5.139999999999935
M-800-FREESTYLE-LCM,"COCHRANE, Ryan",CAN,Canada,5.099999999999936
M-800-FREESTYLE-LCM,"COLBERTALDO, Federico",ITA,Italy,4.749999999999943
M-800-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,4.259999999999954
M-800-FREESTYLE-LCM,"PALTRINIERI, Gregorio",ITA,Italy,2.239999999999996
M-800-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,2.1699999999999977
M-800-FREESTYLE-LCM,"KIS, Gergo",HUN,Hungary,2.0300000000000007
M-800-FREESTYLE-LCM,"DAVIES, David",GBR,Great Britain,1.7800000000000014
M-800-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,1.420000000000001
M-800-FREESTYLE-LCM,"LA TOURETTE, Chad",USA,United States of America,1.290000000000001
M-800-FREESTYLE-LCM,"CHRISTIANSEN, Henrik",NOR,Norway,1.0300000000000007
M-800-FREESTYLE-LCM,"MC BROOM, Michael",USA,United States of America,1.0100000000000007
M-800-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,0.7500000000000004
M-800-FREESTYLE-LCM,"JAEGER, Connor",USA,United States of America,0.5800000000000003
M-800-FREESTYLE-LCM,"WOJDAK, Wojciech",POL,Poland,0.5300000000000002
M-800-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,0.46000000000000024
M-800-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.4300000000000002
M-800-FREESTYLE-LCM,"JOENSEN, Pal",FAR,Faroe Islands,0.3000000000000001
M-800-FREESTYLE-LCM,"MILNE, Stephen",GBR,Great Britain,0.18000000000000002
M-800-FREESTYLE-LCM,"HARRISON, Jordan",AUS,Australia,0.04
M-50-FREESTYLE-LCM,"GODEC, Jernej",SLO,Slovenia,99.8900000000142
M-50-FREESTYLE-LCM,"CALLUS, Ashley",AUS,Australia,0.08
M-50-FREESTYLE-LCM,"BOUSQUET, Frederick",FRA,France,0.03
M-400-MEDLEY-LCM,"PHELPS, Michael",USA,United States of America,32.08000000000219
M-400-MEDLEY-LCM,"LOCHTE, Ryan",USA,United States of America,24.030000000000957
M-400-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,10.609999999999818
M-400-MEDLEY-LCM,"KALISZ, Chase",USA,United States of America,7.319999999999888
M-400-MEDLEY-LCM,"HAGINO, Kosuke",JPN,Japan,6.119999999999914
M-400-MEDLEY-LCM,"WANG, Shun",CHN,People's Republic of China,5.509999999999927
M-400-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,5.419999999999929
M-400-MEDLEY-LCM,"CLARY, Tyler",USA,United States of America,5.169999999999934
M-400-MEDLEY-LCM,"SETO, Daiya",JPN,Japan,2.020000000000001
M-400-MEDLEY-LCM,"MARIN, Luca",ITA,Italy,0.8100000000000005
M-400-MEDLEY-LCM,"HORIHATA, Yuya",JPN,Japan,0.17
M-400-MEDLEY-LCM,"FRASER-HOLMES, Thomas",AUS,Australia,0.16
M-400-MEDLEY-LCM,"YANG, Zhixian",CHN,People's Republic of China,0.16
M-400-MEDLEY-LCM,"VERRASZTO, David",HUN,Hungary,0.09999999999999999
M-400-MEDLEY-LCM,"HUANG, Chaosheng",CHN,People's Republic of China,0.08
M-400-MEDLEY-LCM,"KIS, Gergo",HUN,Hungary,0.08
M-400-MEDLEY-LCM,"MELLOULI, Ous",TUN,Tunisia,0.07
M-400-MEDLEY-LCM,"BOGGIATTO, Alessio",ITA,Italy,0.060000000000000005
M-400-MEDLEY-LCM,"HAFFIELD, Thomas",GBR,Great Britain,0.01
M-400-MEDLEY-LCM,"LITHERLAND, Jay",USA,United States of America,0.01
M-400-MEDLEY-LCM,"WALLACE, Daniel",GBR,Great Britain,0.01
M-400-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,30.860000000002024
M-400-FREESTYLE-LCM,"BIEDERMANN, Paul",GER,Germany,20.4600000000004
M-400-FREESTYLE-LCM,"ZHANG, Lin",CHN,People's Republic of China,10.909999999999812
M-400-FREESTYLE-LCM,"SUN, Yang",CHN,People's Republic of China,10.199999999999827
M-400-FREESTYLE-LCM,"MELLOULI, Ous",TUN,Tunisia,9.789999999999836
M-400-FREESTYLE-LCM,"HORTON, Mack",AUS,Australia,7.779999999999879
M-400-FREESTYLE-LCM,"PARK, Taehwan",KOR,Republic of Korea,3.429999999999971
M-400-FREESTYLE-LCM,"JENSEN, Larsen",USA,United States of America,2.869999999999983
M-400-FREESTYLE-LCM,"PERKINS, Kieren",AUS,Australia,0.7100000000000004
M-400-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.6700000000000004
M-400-FREESTYLE-LCM,"ROSOLINO, Massimiliano",ITA,Italy,0.6300000000000003
M-400-FREESTYLE-LCM,"LOBINTSEV, Nikita",RUS,Russian Federation,0.5800000000000003
M-400-FREESTYLE-LCM,"HACKETT, Grant",AUS,Australia,0.5600000000000003
M-400-FREESTYLE-LCM,"MCKEON, David",AUS,Australia,0.21000000000000005
M-400-FREESTYLE-LCM,"DWYER, Conor",USA,United States of America,0.12999999999999998
M-400-FREESTYLE-LCM,"PRILUKOV, Yuriy",RUS,Russian Federation,0.09999999999999999
M-400-FREESTYLE-LCM,"DETTI, Gabriele",ITA,Italy,0.05
M-400-FREESTYLE-LCM,"AGNEL, Yannick",FRA,France,0.02
M-400-FREESTYLE-LCM,"GUY, James",GBR,Great Britain,0.02
M-400-FREESTYLE-LCM,"KELLER, Klete",USA,United States of America,0.02
M-200-MEDLEY-LCM,"PHELPS, Michael",USA,United States of America,30.930000000002035
M-200-MEDLEY-LCM,"LOCHTE, Ryan",USA,United States of America,29.840000000001865
M-200-MEDLEY-LCM,"SHANTEAU, Eric",USA,United States of America,21.190000000000513
M-200-MEDLEY-LCM,"HAGINO, Kosuke",JPN,Japan,10.909999999999812
M-200-MEDLEY-LCM,"CSEH, Laszlo",HUN,Hungary,6.269999999999911
M-200-MEDLEY-LCM,"PEREIRA, Thiago",BRA,Brazil,0.5100000000000002
M-200-MEDLEY-LCM,"BRODIE, Leith",AUS,Australia,0.25000000000000006
M-200-MEDLEY-LCM,"WANG, Shun",CHN,People's Republic of China,0.09999999999999999
M-200-FREESTYLE-LCM,"BIEDERMANN, Paul",GER,Germany,37.820000000001045
M-200-FREESTYLE-LCM,"PHELPS, Michael",USA,United States of America,26.770000000001385
M-200-FREESTYLE-LCM,"AGNEL, Yannick",FRA,France,10.889999999999812
M-200-FREESTYLE-LCM,"THORPE, Ian",AUS,Australia,7.669999999999881
M-200-FREESTYLE-LCM,"IZOTOV, Danila",RUS,Russian Federation,6.969999999999896
M-200-FREESTYLE-LCM,"PARK, Taehwan",KOR,Republic of Korea,3.9599999999999596
M-200-FREESTYLE-LCM,"BERENS, Richard",USA,United States of America,3.5499999999999683
M-200-FREESTYLE-LCM,"SUN, Yang",CHN,People's Republic of China,1.2100000000000009
M-200-FREESTYLE-LCM,"LOCHTE, Ryan",USA,United States of America,0.45000000000000023
M-200-FREESTYLE-LCM,"VANDERKAAY, Peter",USA,United States of America,0.34000000000000014
M-200-FREESTYLE-LCM,"VAN DEN HOOGENBAND, Pieter",NED,Netherlands,0.13999999999999999
